clade_name	ZhangZ_2021__SRR13638419	ZhangZ_2021__SRR13638420	ZhangZ_2021__SRR13638421	ZhangZ_2021__SRR13638422	ZhangZ_2021__SRR13638423	ZhangZ_2021__SRR13638424	ZhangZ_2021__SRR13638425	ZhangZ_2021__SRR13638426	ZhangZ_2021__SRR13638427	ZhangZ_2021__SRR13638428	ZhangZ_2021__SRR13638429	ZhangZ_2021__SRR13638430	ZhangZ_2021__SRR13638431	ZhangZ_2021__SRR13638432	ZhangZ_2021__SRR13638433	ZhangZ_2021__SRR13638434	ZhangZ_2021__SRR13638435	ZhangZ_2021__SRR13638436	ZhangZ_2021__SRR13638437	ZhangZ_2021__SRR13638438
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_dispersa|t__SGB10172	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.0	0.0	0.0	0.04424	0.0	0.0	0.0046	0.03886	0.01936	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_suionicum|t__SGB7125	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hermanniensis|t__SGB7934	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Dermacoccus_nishinomiyaensis|t__SGB16007	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_anthophila|t__SGB10185	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.0	0.0	0.0	0.0	0.00272	0.0	0.0	0.0	0.0	0.03275	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mesonia|s__Mesonia_hippocampi|t__SGB79112	0.0	0.0	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.0	0.0	0.15005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium|s__Cetobacterium_somerae|t__SGB6019_group	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_gallinarum|t__SGB7835	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hathewaya|s__Hathewaya_limosa|t__SGB24879	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_penneri|t__SGB9995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_variabilis|t__SGB10407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_kanchanaburiensis|t__SGB89213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproicibacterium|s__Caproicibacterium_amylolyticum|t__SGB14283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.63239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_amygdalina|t__SGB29368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_suantsaicola|t__SGB29558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53322	0.0	0.00252	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tyrobutyricum|t__SGB6207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_suantsaiihabitans|t__SGB29636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67185	0.0	0.03207	0.01105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_terrae|t__SGB9996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57353	0.0	0.0	0.0471	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Agrilactobacillus|s__Agrilactobacillus_yilanensis|t__SGB29613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus|s__Loigolactobacillus_coryniformis|t__SGB7198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46184	0.0	0.01435	0.16594	0.0	0.0	0.0	0.0	0.00063	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Huaxiibacter|s__Huaxiibacter_chinensis|t__SGB10146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0266	0.0	0.00793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_zymae|t__SGB7188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86048	0.04761	0.58435	0.0	0.0	0.06274	0.00291	0.07574	0.0233	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_cochlearium|t__SGB6224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sporogenes|t__SGB6221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_phoceense|t__SGB17119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5153	0.0	0.0	0.10321	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Empedobacter|s__Empedobacter_falsenii|t__SGB3056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43874	0.0	0.0	0.00848	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus|s__Lapidilactobacillus_concavus|t__SGB7229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii|t__SGB10127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36294	0.0	0.10075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_nangangensis|t__SGB49092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_parakribbianus|t__SGB109619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Oceanimonas|s__Oceanimonas_smirnovii|t__SGB31060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29751	0.0	0.0	1.62876	0.0	0.0	0.0	0.00025	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Caryophanaceae_unclassified|s__Planococcaceae_bacterium|t__SGB29938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_terrigena|t__SGB10122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2916	0.0	0.10935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Secundilactobacillus|s__Secundilactobacillus_similis|t__SGB7212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02829	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_C105KSO13|t__SGB4610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_senmaizukei|t__SGB7197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter|s__Marinobacter_vinifirmus|t__SGB11914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2541	0.0	0.0	0.05926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_kribbianus|t__SGB109618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_lindianensis|t__SGB29633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis|t__SGB11742_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16122	0.0	0.0	0.02835	0.0	0.0	0.0	0.0	0.05795	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Pseudidiomarina|s__Pseudidiomarina_fusca|t__SGB23018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_alimentaria|t__SGB89022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_extorquens|t__SGB11392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_kribbianus|t__SGB80454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12983	0.0	0.0	0.19568	0.0	0.0	0.0	0.0	0.04245	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB72638|o__OFGB72638|f__FGB72638|g__GGB25464|s__GGB25464_SGB37420|t__SGB37420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_SGB36187|t__SGB36187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11483	0.0	0.0	0.00813	0.0	0.0	0.0	0.0	0.12264	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11202	0.0	0.03194	0.0	0.0	0.0	0.0	0.0272	0.00825	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Paracidovorax|s__Paracidovorax_wautersii|t__SGB12706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0976	0.0	0.0	0.09993	0.0	0.0	0.0	0.0	0.18623	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_rettgeri|t__SGB10005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09692	0.0	0.0	0.04504	0.0	0.0	0.0	0.0	0.00473	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_luticellarii|t__SGB24918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_parapaucimobilis|t__SGB11678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07421	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_acidovorans|t__SGB12680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07069	0.0	0.0	0.00852	0.0	0.0	0.0	0.0	0.02256	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_boliviensis|t__SGB161414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_huaxiensis|t__SGB31166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06458	0.0	0.07452	0.0	0.0	0.0	0.0	0.02117	0.00188	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_ihumii|t__SGB29117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquabacterium|s__Aquabacterium_SGB22426|t__SGB22426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_suibinensis|t__SGB29602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04824	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_panni|t__SGB111724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0478	0.0	0.0	0.00697	0.0	0.0	0.0	0.0	0.00874	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB40721|s__GGB40721_SGB47287|t__SGB47287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_rettgeri|t__SGB92538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04355	0.0	0.0	0.03212	0.0	0.0	0.0	0.0	0.00529	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__SGB7020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04055	0.0	0.0	0.2524	16.9555	0.01502	0.0	0.00224	0.01961	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_E02|t__SGB29373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_sp_13|t__SGB80893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_wuhouensis|t__SGB31167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0328	0.0	0.00392	0.00703	0.0	0.0	0.0	0.04263	0.01708	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_indica|t__SGB206371_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03134	0.0	0.0	0.28682	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_sp_BK|t__SGB10973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_piscisalsi|t__SGB9543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02762	0.0	0.0	0.00252	0.0	0.0	0.0	0.0	0.05368	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_tetani|t__SGB6225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_yanoikuyae|t__SGB11614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_gossipiicola|t__SGB11406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02198	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_futsaii|t__SGB7241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02181	0.0	0.0	0.80989	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_xiamenensis|t__SGB9555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02152	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_carotinifaciens|t__SGB31685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02126	0.0	0.0	0.06264	0.0	0.0	0.0	0.0	0.0207	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_mucicolens|t__SGB13145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_SGB60529|t__SGB60529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02014	0.0	0.0	0.0	0.0	0.0	0.00835	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides_odoratimimus|t__SGB3063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01838	0.0	0.0	0.05503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_phyllosphaerae|t__SGB31700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_rodasii|t__SGB10176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
