sample	MASTER_WP4_CSIC_1__P2134_73322	MASTER_WP4_CSIC_1__P2135_73322	MASTER_WP4_CSIC_1__P2136_73322	MASTER_WP4_CSIC_1__P2137_73322	MASTER_WP4_CSIC_1__P2138_73322	MASTER_WP4_CSIC_1__P2139_73322	MASTER_WP4_CSIC_1__P2141_73322	MASTER_WP4_CSIC_1__P2142_73322	MASTER_WP4_CSIC_1__P2143_73322	MASTER_WP4_CSIC_1__P2144_73322	MASTER_WP4_CSIC_1__P2145_73322	MASTER_WP4_CSIC_1__P2146_73322	MASTER_WP4_CSIC_1__P2147_73322	MASTER_WP4_CSIC_1__P2149_73322	MASTER_WP4_CSIC_1__P2151_73322	MASTER_WP4_CSIC_1__P2152_73322	MASTER_WP4_CSIC_1__P2153_73322	MASTER_WP4_CSIC_1__P2154_73322	MASTER_WP4_CSIC_1__P2155_73322	MASTER_WP4_CSIC_1__P2156_73322	MASTER_WP4_CSIC_1__P2157_73322	MASTER_WP4_CSIC_1__P2158_73322	MASTER_WP4_CSIC_1__P2160_73322	MASTER_WP4_CSIC_1__P2161_73322	MASTER_WP4_CSIC_1__P2162_73322	MASTER_WP4_CSIC_1__P2163_73322	MASTER_WP4_CSIC_1__P2164_73322	MASTER_WP4_CSIC_1__P2165_73322	MASTER_WP4_CSIC_1__P2166_73322	MASTER_WP4_CSIC_1__P2167_73322	MASTER_WP4_CSIC_1__P2168_73322	MASTER_WP4_CSIC_1__P2169_73322	MASTER_WP4_CSIC_1__P2170_73322	MASTER_WP4_CSIC_1__P2171_73322	MASTER_WP4_CSIC_1__P2172_73322	MASTER_WP4_CSIC_1__P2173_73322	MASTER_WP4_CSIC_1__P2174_73322	MASTER_WP4_CSIC_1__P2175_73322	MASTER_WP4_CSIC_1__P2176_73322	MASTER_WP4_CSIC_1__P2177_73322	MASTER_WP4_CSIC_1__P2178_73322	MASTER_WP4_CSIC_1__P2179_73322	MASTER_WP4_CSIC_1__P2180_73322	MASTER_WP4_CSIC_1__P2181_73322	MASTER_WP4_CSIC_1__P2182_73322	MASTER_WP4_CSIC_1__P2183_73322	MASTER_WP4_CSIC_1__P2184_73322	MASTER_WP4_CSIC_1__P2185_73322	MASTER_WP4_CSIC_1__P2186_73322	MASTER_WP4_CSIC_1__P2187_73322	MASTER_WP4_CSIC_1__P2188_73322	MASTER_WP4_CSIC_1__P2189_73322	MASTER_WP4_CSIC_1__P2190_73322	MASTER_WP4_CSIC_1__P2191_73322	MASTER_WP4_CSIC_1__P2192_73323	MASTER_WP4_CSIC_1__P2193_73323	MASTER_WP4_CSIC_1__P2194_73323	MASTER_WP4_CSIC_1__P2195_73323	MASTER_WP4_CSIC_1__P2196_73323	MASTER_WP4_CSIC_1__P2197_73323	MASTER_WP4_CSIC_1__P2198_73323	MASTER_WP4_CSIC_1__P2199_73323	MASTER_WP4_CSIC_1__P2201_73323	MASTER_WP4_CSIC_1__P2202_73323	MASTER_WP4_CSIC_1__P2203_73323	MASTER_WP4_CSIC_1__P2204_73323	MASTER_WP4_CSIC_1__P2205_73323	MASTER_WP4_CSIC_1__P2206_73323	MASTER_WP4_CSIC_1__P2207_73323	MASTER_WP4_CSIC_1__P2208_73323	MASTER_WP4_CSIC_1__P2209_73323	MASTER_WP4_CSIC_1__P2210_73323	MASTER_WP4_CSIC_1__P2211_73323	MASTER_WP4_CSIC_1__P2212_73323	MASTER_WP4_CSIC_1__P2213_73323	MASTER_WP4_CSIC_1__P2214_73323	MASTER_WP4_CSIC_1__P2215_73323	MASTER_WP4_CSIC_1__P2216_73323	MASTER_WP4_CSIC_1__P2217_73323	MASTER_WP4_CSIC_1__P2218_73323	MASTER_WP4_CSIC_1__P2219_73323	MASTER_WP4_CSIC_1__P2220_73323	MASTER_WP4_CSIC_1__P2221_73323	MASTER_WP4_CSIC_1__P2222_73323	MASTER_WP4_CSIC_1__P2223_73323	MASTER_WP4_CSIC_1__P2224_73323	MASTER_WP4_CSIC_1__P2225_73323	MASTER_WP4_CSIC_1__P2226_73323	MASTER_WP4_CSIC_1__P2227_73323	MASTER_WP4_CSIC_1__P2228_73323	MASTER_WP4_CSIC_1__P2229_73323	MASTER_WP4_CSIC_1__P2230_73323	MASTER_WP4_CSIC_1__P2231_73323	MASTER_WP4_CSIC_1__P2232_73323	MASTER_WP4_CSIC_1__P2233_73323	MASTER_WP4_CSIC_1__P2234_73323	MASTER_WP4_CSIC_1__P2235_73323	MASTER_WP4_CSIC_1__P2236_73323	MASTER_WP4_CSIC_1__P2237_73323	MASTER_WP4_CSIC_1__P2238_73323	MASTER_WP4_CSIC_1__P2239_73323	MASTER_WP4_CSIC_1__P2240_73323	MASTER_WP4_CSIC_1__P2241_73323	MASTER_WP4_CSIC_1__P2242_73323	MASTER_WP4_CSIC_1__P2243_73323	MASTER_WP4_CSIC_1__P2244_73323	MASTER_WP4_CSIC_1__P2245_73323	MASTER_WP4_CSIC_1__P2246_73323	MASTER_WP4_CSIC_1__P2247_73323	MASTER_WP4_CSIC_1__P2248_73323	MASTER_WP4_CSIC_1__P2249_73323	MASTER_WP4_CSIC_1__P2250_73323	MASTER_WP4_CSIC_1__P2_200_75211
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639	0.59739	0.00489	0.00737	0.0	0.0	0.00551	0.0	0.0	0.0	0.0	0.0	0.0	0.88395	0.53053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19102	0.0	0.02081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14243	0.0	0.30222	0.00721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29912	0.03467	5.66039	0.00567	0.0	0.0	0.0	0.0	0.00483	0.0	27.41632	0.0	0.29208	0.43909	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus|t__SGB7973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04865	0.0	0.0	0.0	0.0	0.00094	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04059	0.02288	0.09298	0.08213	0.00923	0.00609	0.00836	0.02915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07913	0.12211	0.10942	0.1352	0.11656	0.00305	0.07025	0.01808	0.01783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii|t__SGB10120	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00332	0.0	0.01606	0.02514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03497	0.07536	0.06382	0.1319	0.0375	0.00501	0.01247	0.0	0.00722	0.0	0.00864	0.0	0.00916	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_CCUG_69071|t__SGB98802	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01311	0.01719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31374	0.27506	0.47193	0.26414	0.0	0.0	0.0	0.0	0.0	0.0	0.23117	0.36562	0.04071	0.11373	0.0	0.0	0.0	0.04862	0.0	0.05136	0.0	0.09284	0.00049	0.0291	0.0	0.0	1.71565	0.85712	0.94434	0.85871	0.0	1.80434	0.68832	4.25413	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens|t__SGB17096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02843	0.02861	0.02785	0.2786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__SGB7966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05391	0.10434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_antiquum|t__SGB98794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03907	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10683	0.31023	0.30309	0.39035	0.28286	0.0162	0.20131	0.0929	0.28018	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.0	0.00317	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB98941|t__SGB98941	0.01258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0701	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_colorata|t__SGB88989	0.02972	0.0	0.0	0.02557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34005	0.13656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_citrativorans|t__SGB11845	0.0	0.0	0.0	0.05467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75129	0.0	0.07157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01093	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_casei|t__SGB9845	0.0	0.0	0.00424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_helleri|t__SGB12098	0.0	0.0	0.0	0.0006	0.0	0.00368	0.12786	0.32238	0.25061	0.12335	0.30001	0.12327	3.07851	0.95884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8661	0.52897	0.00589	0.0	0.01024	0.00331	0.0	0.0	0.0	0.0	6.83658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.00126	0.00168	0.0	0.0	0.0	0.0	0.50506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64289	0.00184	0.0154	0.02115	0.00446	0.00834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_gubbeenense|t__SGB34904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23197	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__GGB49459|s__GGB49459_SGB69381|t__SGB69381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1	0.87829	0.046	0.0	2.21939	0.04631	3.13809	0.0	0.0	0.0	0.0	0.0	0.00111	2.89474	3.37248	0.0	0.0	0.0	0.0	0.0	0.0	12.2946	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48662	0.0	0.78079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.61855	0.0358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0189	0.0	0.01413	0.0	0.0	0.0	0.0	0.0	0.02475	0.0	55.09612	0.0	43.18265	0.02675	0.0	0.0	0.0	0.0	0.0	0.0	0.69184	0.0	1.09423	0.0	0.0	0.0	6.63593	0.0	4.09759	0.00127	0.23242	0.00322	0.33988	0.0	0.0	0.0	1.97215	0.17477	23.53069	0.0	1.84851	0.0	0.39128	0.33057	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_arilaitensis|t__SGB16749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_tyrofermentans|t__SGB69231	0.07912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72186	0.11955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02874	0.0	0.11799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92366	0.0	0.00064	0.01905	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_prydzensis|t__SGB30757	0.0	0.00241	0.10914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
