mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.3	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB99386	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99386	1645494	634	2656	54.3035373	2.653399668	0.612774644	85.71
MortensenS_xxxx__WK040-1-L-08h-03F1_S65__bin.7	MortensenS_xxxx	WK040-1-L-08h-03F1_S65	SGB1171	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_aceti	4240204	423	16012	96.41791045	1.492537313	0.5734844361	0
MortensenS_xxxx__WK040-1-L-48h-03F2_S66__bin.3	MortensenS_xxxx	WK040-1-L-48h-03F2_S66	SGB1171	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_aceti	3687801	202	30307	99.40298507	0	0.5751695929	0
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.5	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB1171	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_aceti	4002565	498	11746	93.63636364	3.846894559	0.5746210243	53.33
LeechJ_2020__ERS3967723__bin.12	LeechJ_2020	ERS3967723	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1804906	86	33278	97.59358289	2.406417112	0.3755951834	100
MortensenS_xxxx__WK041-1-L-08h-03F5_S69__bin.11	MortensenS_xxxx	WK041-1-L-08h-03F5_S69	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1555358	257	8600	92.94117647	0	0.3835734281	0
MortensenS_xxxx__WK041-1-L-48h-03F6_S70__bin.5	MortensenS_xxxx	WK041-1-L-48h-03F6_S70	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1700433	271	9291	97.59358289	0.5525846702	0.3827036996	0
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.6	MortensenS_xxxx	WK041-2-G-48h-04B8_S117	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1786457	194	14998	97.59358289	0.5347593583	0.3784692271	0
MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.2	MortensenS_xxxx	WK041-2-L-08h-03F7_S71	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1380745	314	5402	87.23262032	1.069518717	0.3893492281	0
MortensenS_xxxx__WK041-2-L-48h-03F8_S72__bin.1	MortensenS_xxxx	WK041-2-L-48h-03F8_S72	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1636553	305	7227	93.40463458	0.8021390374	0.3841116053	50
MortensenS_xxxx__WK046-2-L-48h-03I1_S92__bin.3	MortensenS_xxxx	WK046-2-L-48h-03I1_S92	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1821282	25	139174	98.12834225	0	0.3765583803	0
MortensenS_xxxx__WK047-2-G-48h-04C5_S123__bin.1	MortensenS_xxxx	WK047-2-G-48h-04C5_S123	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1819836	75	41341	97.21925134	0	0.3783610171	0
MortensenS_xxxx__WK047-2-L-48h-03I5_S96__bin.3	MortensenS_xxxx	WK047-2-L-48h-03I5_S96	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1924485	46	108171	98.12834225	0	0.3777446953	0
MortensenS_xxxx__WK047-1-L-08h-03I2_S93__bin.2	MortensenS_xxxx	WK047-1-L-08h-03I2_S93	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1667574	34	115322	92.51336898	0	0.3780090119	0
MortensenS_xxxx__WK047-1-L-48h-03I3_S94__bin.7	MortensenS_xxxx	WK047-1-L-48h-03I3_S94	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1817717	21	138984	97.86096257	0	0.378357027	0
MortensenS_xxxx__WK047-2-L-08h-03I4_S95__bin.4	MortensenS_xxxx	WK047-2-L-08h-03I4_S95	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1766392	20	137019	97.86096257	0	0.3797656466	0
MortensenS_xxxx__WK045-2-G-48h-04C3_S121__bin.5	MortensenS_xxxx	WK045-2-G-48h-04C3_S121	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1845024	328	7501	96.79144385	0	0.3787620107	0
MortensenS_xxxx__WK046-1-L-08h-03H7_S89__bin.3	MortensenS_xxxx	WK046-1-L-08h-03H7_S89	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1846086	29	138301	98.12834225	0	0.3762327432	0
MortensenS_xxxx__WK046-1-L-48h-03H8_S90__bin.1	MortensenS_xxxx	WK046-1-L-48h-03H8_S90	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1548966	14	149636	92.78074866	0	0.3807972544	0
MortensenS_xxxx__WK068-2-G-48h-05I3_S127__bin.3	MortensenS_xxxx	WK068-2-G-48h-05I3_S127	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1381270	332	4809	82.48519349	0.8021390374	0.387916917	50
LeechJ_2020__ERS3967724__bin.3	LeechJ_2020	ERS3967724	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1842301	31	89565	97.32620321	0	0.3772320593	0
MortensenS_xxxx__WK046-2-G-48h-04C4_S122__bin.3	MortensenS_xxxx	WK046-2-G-48h-04C4_S122	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1839266	21	154136	98.12834225	0	0.3763022858	0
MortensenS_xxxx__WK046-2-L-08h-03H9_S91__bin.6	MortensenS_xxxx	WK046-2-L-08h-03H9_S91	SGB5611	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_oeni	1808183	17	154136	98.12834225	0	0.3766355507	0
LeechJ_2020__ERS3967723__bin.17	LeechJ_2020	ERS3967723	SGB24156	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_xylinus	2834466	376	10914	98.17846253	3.814262023	0.6369802989	84.62
LeechJ_2020__ERS3967723__bin.8	LeechJ_2020	ERS3967723	SGB27672	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	Oenococcus_sp_UCMA_16435	1932482	79	43839	93.89339313	0	0.3676127384	0
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.12	MortensenS_xxxx	WK006-1-L-48h-01H4_S46	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2311542	614	4305	82.63721714	2.301998074	0.5643025305	20
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.3	MortensenS_xxxx	WK007-2-L-48h-01I1_S52	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2932744	40	182570	100	0	0.5583740006	0
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.6	MortensenS_xxxx	WK029-1-L-48h-03A3_S22	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	3422800	99	72397	100	2.985074627	0.5584319855	45.45
MortensenS_xxxx__WK065-1-L-48h-05B2_S63__bin.1	MortensenS_xxxx	WK065-1-L-48h-05B2_S63	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2885046	91	53123	100	0	0.5602676699	0
MortensenS_xxxx__WK065-2-L-48h-05B4_S65__bin.2	MortensenS_xxxx	WK065-2-L-48h-05B4_S65	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2785151	58	92068	100	0	0.5597179471	0
MortensenS_xxxx__WK008-2-G-48h-01D2_S8__bin.2	MortensenS_xxxx	WK008-2-G-48h-01D2_S8	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2977677	36	144567	100	0	0.5603253812	0
MortensenS_xxxx__WK008-2-L-48h-01I5_S56__bin.4	MortensenS_xxxx	WK008-2-L-48h-01I5_S56	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2929674	20	214781	99.50248756	1.492537313	0.5589307889	50
MortensenS_xxxx__WK066-1-L-48h-05B6_S67__bin.2	MortensenS_xxxx	WK066-1-L-48h-05B6_S67	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2428363	576	4980	83.74179323	0.4975124378	0.5621964262	0
MortensenS_xxxx__WK066-2-L-48h-05B8_S69__bin.4	MortensenS_xxxx	WK066-2-L-48h-05B8_S69	SGB1161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_japonicus	2416981	572	4933	80.72584901	1.119402985	0.5618128566	25
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8	MortensenS_xxxx	WK006-1-L-48h-01H4_S46	SGB89208	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cadivus	2715780	64	61322	99.00497512	0	0.5971418893	0
MortensenS_xxxx__WK020-1-L-48h-02E6_S102__bin.4	MortensenS_xxxx	WK020-1-L-48h-02E6_S102	SGB99391	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99391	2198022	741	3121	60.71734436	1.837586262	0.5650066287	16.67
LeechJ_xxxx__AF14__bin.5	LeechJ_xxxx	AF14	SGB1192	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_ghanensis	2284977	300	10700	93.31674959	0.9950248756	0.5764219946	0
MortensenS_xxxx__WK012-1-L-48h-02B1_S70__bin.3	MortensenS_xxxx	WK012-1-L-48h-02B1_S70	SGB84840	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2769488	54	83513	99.21212121	3.825757576	0.6048933955	0
MortensenS_xxxx__WK012-2-G-48h-01D6_S12__bin.7	MortensenS_xxxx	WK012-2-G-48h-01D6_S12	SGB84840	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2764071	45	107608	99.21212121	3.825757576	0.6050314916	0
MortensenS_xxxx__WK012-2-L-48h-02B3_S72__bin.1	MortensenS_xxxx	WK012-2-L-48h-02B3_S72	SGB84840	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2754017	43	129443	98.75757576	3.825757576	0.6053274181	0
MortensenS_xxxx__WK012-1-L-08h-02A9_S69__bin.1	MortensenS_xxxx	WK012-1-L-08h-02A9_S69	SGB84840	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2632270	114	34074	98.3030303	3.825757576	0.6070669042	0
MortensenS_xxxx__WK012-2-L-08h-02B2_S71__bin.1	MortensenS_xxxx	WK012-2-L-08h-02B2_S71	SGB84840	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_tibiigranuli	2766914	84	51360	99.21212121	3.825757576	0.6049270053	0
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.8	MortensenS_xxxx	WK014-2-L-48h-02C2_S80	SGB99387	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99387	1574695	593	2723	54.52256071	0.3643074948	0.6112631335	0
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.6	MortensenS_xxxx	WK020-1-L-08h-02E5_S101	SGB98331	ufSGB	Other	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98331	2387767	621	4327	83.11648363	0.3355704698	0.5122962165	0
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7	MortensenS_xxxx	WK034-1-L-08h-03C4_S41	SGB98330	ufSGB	Other	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98330	1958608	593	3664	74.70294387	0.692114094	0.5155258224	50
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.8	MortensenS_xxxx	WK034-2-L-08h-03C6_S43	SGB98330	ufSGB	Other	Bacteria	Firmicutes	CFGB9483	OFGB9483	FGB9483	GGB71585	GGB71585_SGB98330	906248	331	2852	54.28551454	1.006711409	0.5357948376	0
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.3	MortensenS_xxxx	WK037-1-L-48h-03D8_S54	SGB24161	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_liquefaciens	2830223	928	3192	56.44012343	1.523631841	0.6383316792	0
MortensenS_xxxx__WK041-1-L-08h-03F5_S69__bin.6	MortensenS_xxxx	WK041-1-L-08h-03F5_S69	SGB98381	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	1546744	9	247863	81.5530303	1.060606061	0.5359716928	0
MortensenS_xxxx__WK041-1-L-48h-03F6_S70__bin.2	MortensenS_xxxx	WK041-1-L-48h-03F6_S70	SGB98381	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	2184959	15	304793	98.77525253	3.333333333	0.5366073231	11.11
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.4	MortensenS_xxxx	WK041-2-G-48h-04B8_S117	SGB98381	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	2210205	19	229442	98.77525253	2.424242424	0.5379057599	0
MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.8	MortensenS_xxxx	WK041-2-L-08h-03F7_S71	SGB98381	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	1549268	7	304615	81.5530303	1.060606061	0.5359731176	0
MortensenS_xxxx__WK041-2-L-48h-03F8_S72__bin.3	MortensenS_xxxx	WK041-2-L-48h-03F8_S72	SGB98381	ufSGB	Other	Bacteria	Actinobacteria	CFGB10620	OFGB10620	FGB10620	GGB71632	GGB71632_SGB98381	2195219	15	362471	98.77525253	3.333333333	0.536674473	11.11
MortensenS_xxxx__WK041-2-G-48h-04B8_S117__bin.1	MortensenS_xxxx	WK041-2-G-48h-04B8_S117	SGB96849	ufSGB	Other	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB69358	GGB69358_SGB96849	2058307	204	16209	90.75144509	0.289017341	0.7029996011	0
MortensenS_xxxx__WK041-2-L-08h-03F7_S71__bin.9	MortensenS_xxxx	WK041-2-L-08h-03F7_S71	SGB96849	ufSGB	Other	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB69358	GGB69358_SGB96849	1382899	454	3272	57.39746766	1.734104046	0.6955432031	0
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8	MortensenS_xxxx	WK059-2-L-48h-04H3_S37	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	2858336	625	5442	81.29090009	3.814262023	0.5592351634	40
MortensenS_xxxx__WK024-2-L-48h-02G9_S123__bin.9	MortensenS_xxxx	WK024-2-L-48h-02G9_S123	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	3239648	358	13092	99.84326019	2.507836991	0.5607260418	35.29
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.6	MortensenS_xxxx	WK069-2-L-48h-05D2_S81	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	3061741	167	28370	98.10381134	0	0.557586027	0
MortensenS_xxxx__WK067-1-L-48h-05C1_S71__bin.4	MortensenS_xxxx	WK067-1-L-48h-05C1_S71	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	2962161	575	6088	91.53528545	2.379232868	0.5603574552	50
MortensenS_xxxx__WK069-1-L-48h-05C9_S79__bin.6	MortensenS_xxxx	WK069-1-L-48h-05C9_S79	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	2517996	585	5182	71.90731946	0.4975124378	0.5630997825	100
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.2	MortensenS_xxxx	WK038-1-L-48h-03E3_S58	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	3237699	84	93846	99.50248756	0	0.5568182836	0
MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.2	MortensenS_xxxx	WK038-2-L-48h-03E5_S60	SGB1160	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_cerinus	2674988	40	136292	99.50248756	0	0.5617756042	0
MortensenS_xxxx__WK063-1-L-08h-04I7_S50__bin.2	MortensenS_xxxx	WK063-1-L-08h-04I7_S50	SGB7135	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_perolens	2223802	605	4069	65.56545014	0.7853403141	0.4900022574	0
MortensenS_xxxx__WK063-1-L-48h-04I8_S51__bin.2	MortensenS_xxxx	WK063-1-L-48h-04I8_S51	SGB7135	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_perolens	2803233	516	7005	89.40116293	1.020942408	0.4902093404	25
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin.2	MortensenS_xxxx	WK063-2-L-48h-05A1_S53	SGB7135	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_perolens	3004696	146	33185	98.69109948	0.5235602094	0.4915898314	0
MortensenS_xxxx__WK063-2-L-08h-04I9_S52__bin.4	MortensenS_xxxx	WK063-2-L-08h-04I9_S52	SGB7135	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_perolens	2941378	96	49851	97.38219895	1.047120419	0.4913197148	0
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.6	MortensenS_xxxx	WK064-1-L-48h-05A3_S55	SGB99393	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB99393	2665630	223	20853	93.65404162	1.741293532	0.5847593252	75
MortensenS_xxxx__WK064-2-L-08h-05A4_S56__bin.8	MortensenS_xxxx	WK064-2-L-08h-05A4_S56	SGB99393	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB99393	2609786	378	9329	69.48275862	0	0.5835827152	0
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.10	MortensenS_xxxx	WK064-2-L-48h-05A5_S57	SGB99393	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB99393	2625543	245	16577	93.36382603	1.409618574	0.585218372	75
MASTER_WP4_UNINA_2__M-29__bin.23	MASTER_WP4_UNINA_2	M-29	SGB12461	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_maltophilia	3560927	997	4151	84.2634779	2.433052819	0.6692908897	21.05
MASTER_WP4_UNINA_2__M-29__bin.8	MASTER_WP4_UNINA_2	M-29	SGB24795	kSGB	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	Limnobacter_sp_SAORIC_580	2978431	427	9884	94.06194749	1.713172448	0.528639072	14.29
MortensenS_xxxx__WK024-2-L-08h-02G8_S122__bin.1	MortensenS_xxxx	WK024-2-L-08h-02G8_S122	SGB98382	ufSGB	Genus	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_SGB98382	1560340	17	116321	59.56060606	1.363636364	0.5240409142	0
LeechJ_2020__ERS3967722__bin.12	LeechJ_2020	ERS3967722	SGB69407	uSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_SGB69407	1102477	15	139692	80.01953125	0.3125	0.4945944451	100
LeechJ_2020__ERS3967722__bin.6	LeechJ_2020	ERS3967722	SGB94444	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_SGB94444	1339163	40	65245	62.8294909	0.9259259259	0.4485488324	50
LeechJ_2020__ERS3967722__bin.9	LeechJ_2020	ERS3967722	SGB69213	uSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_SGB69213	2869150	192	21275	96.27902156	0.7462686567	0.5635177666	50
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin.7	MortensenS_xxxx	WK060-1-L-08h-04H4_S38	SGB99384	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99384	1645328	36	71981	70.64676617	0	0.6104642965	0
MortensenS_xxxx__WK035-2-L-08h-03D1_S47__bin.1	MortensenS_xxxx	WK035-2-L-08h-03D1_S47	SGB99384	ufSGB	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter_SGB99384	1251279	14	141136	68.96551724	0	0.6154822386	0
MortensenS_xxxx__WK060-1-L-08h-04H4_S38__bin.5	MortensenS_xxxx	WK060-1-L-08h-04H4_S38	SGB96961	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_SGB96961	895488	33	34842	67.29166667	0	0.3922721466	0
LeechJ_2020__ERS3967688__bin.4	LeechJ_2020	ERS3967688	SGB9862	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_cholerae	2692473	766	3815	76.11358019	2.350501802	0.4759758037	50
LeechJ_xxxx__AF27__bin.4	LeechJ_xxxx	AF27	SGB96820	ufSGB	Family	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	GGB71103	GGB71103_SGB96820	2200352	833	2711	50.34482759	1.724137931	0.550572363	100
LeechJ_xxxx__AF27__bin.5	LeechJ_xxxx	AF27	SGB12271	kSGB	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fulva	2220358	808	2796	61.28164465	0.4483790699	0.6233553328	12.5
MASTER_WP4_CSIC_1__P2172_73322__bin.4	MASTER_WP4_CSIC_1	P2172_73322	SGB98816	uSGB	Other	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB71819	GGB71819_SGB98816	2789106	87	44361	97.91666667	0	0.6849836471	0
MASTER_WP4_CSIC_2__P2645__bin.2	MASTER_WP4_CSIC_2	P2645	SGB98816	uSGB	Other	Bacteria	Actinobacteria	CFGB10008	OFGB10008	FGB10008	GGB71819	GGB71819_SGB98816	1860007	579	3593	61.3674812	1.644736842	0.6897576192	33.33
MASTER_WP4_CSIC_1__P2172_73322__bin.6	MASTER_WP4_CSIC_1	P2172_73322	SGB69239	kSGB	Species	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter_sp_CFCC_11306	1673783	471	4024	72.22956235	1.156069364	0.6596428569	66.67
MASTER_WP4_CSIC_1__P2212_73323__bin.6	MASTER_WP4_CSIC_1	P2212_73323	SGB96909	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_SGB96909	1304240	129	16630	51.20689655	1.724137931	0.3510258848	100
MASTER_WP4_CSIC_2__P2573__bin.3	MASTER_WP4_CSIC_2	P2573	SGB96909	ufSGB	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_SGB96909	1522784	175	13473	55.98746082	0	0.3471575745	0
