mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
LandisEA_2021__SRS5653156__bin.5	LandisEA_2021	SRS5653156	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2184126	63	55388	97.2172619	0	0.4625081154	0
LandisEA_2021__SRS5653168__bin.7	LandisEA_2021	SRS5653168	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2184969	36	105543	99.0625	0	0.4630367754	0
LandisEA_2021__SRS5653318__bin.2	LandisEA_2021	SRS5653318	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2192906	35	114151	99.0625	0	0.4627152281	0
LandisEA_2021__SRS5653346__bin.4	LandisEA_2021	SRS5653346	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2203011	33	96449	98.4375	0	0.4632777594	0
LandisEA_2021__SRS5653393__bin.2	LandisEA_2021	SRS5653393	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2255190	32	123770	99.0625	0.15625	0.4624120362	0
LeechJ_2020__ERS3967696__bin.5	LeechJ_2020	ERS3967696	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2095849	251	11219	89.23545725	0	0.4637213845	0
MASTER_WP4_CSIC_1__P2248_73323__bin.6	MASTER_WP4_CSIC_1	P2248_73323	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2111374	292	9678	93.75	3.162202381	0.4631434317	90
MASTER_WP4_CSIC_2__P2554__bin.5	MASTER_WP4_CSIC_2	P2554	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2128042	215	14835	93.02511161	0.05681818182	0.4635900043	100
DeFilippisF_xxxx__DS_69__bin.6	DeFilippisF_xxxx	DS_69	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2147857	221	13092	91.6015625	3.4375	0.4626848994	75
DeFilippisF_xxxx__DS_66__bin.12	DeFilippisF_xxxx	DS_66	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2519882	212	16839	97.8125	4.322916667	0.4610307149	13.04
LandisEA_2021__SRS5652970__bin.3	LandisEA_2021	SRS5652970	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1756699	20	141043	92.1875	0	0.462581239	0
LandisEA_2021__SRS5652972__bin.5	LandisEA_2021	SRS5652972	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2076281	30	111074	82.1875	0	0.4614327251	0
LandisEA_2021__SRS5653049__bin.6	LandisEA_2021	SRS5653049	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1961463	343	7626	84.23046875	1.145833333	0.4634601825	33.33
LandisEA_2021__SRS5653132__bin.2	LandisEA_2021	SRS5653132	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2142553	30	100815	97.8125	0	0.4632977574	0
LandisEA_2021__SRS5653199__bin.4	LandisEA_2021	SRS5653199	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2136993	373	7578	95.29662698	1.988636364	0.4636299698	83.33
LandisEA_2021__SRS5653217__bin.7	LandisEA_2021	SRS5653217	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1842284	29	124391	61.875	0	0.4626311687	0
LandisEA_2021__SRS5653333__bin.2	LandisEA_2021	SRS5653333	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2208089	27	123914	99.0625	0	0.463038854	0
LandisEA_2021__SRS5653388__bin.4	LandisEA_2021	SRS5653388	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1348075	15	149900	78.4375	0	0.4609446804	0
LiZ_2019__SRS3379169__bin.5	LiZ_2019	SRS3379169	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2083232	97	31455	79.77107008	0	0.4618602249	0
MASTER_WP4_CSIC_1__P2188_73322__bin.11	MASTER_WP4_CSIC_1	P2188_73322	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1806639	173	12636	80.09375	1.267361111	0.4635524861	80
MASTER_WP4_UNINA_1__SC109_71775__bin.22	MASTER_WP4_UNINA_1	SC109_71775	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2067267	205	12681	90.9356737	3.229166667	0.4636493496	14.29
AlvarezOrdonezA_xxxx__F05-18__bin.1	AlvarezOrdonezA_xxxx	F05-18	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2049689	259	9805	90.18229167	0.3819444444	0.465963373	10.34
AlvarezOrdonezA_xxxx__F05-19__bin.13	AlvarezOrdonezA_xxxx	F05-19	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2270716	79	60771	90.9375	0	0.461389271	0
MASTER_WP4_CSIC_2__P2574__bin.1	MASTER_WP4_CSIC_2	P2574	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2188248	143	25528	96.04166667	0	0.4632011545	0
DeFilippisF_xxxx__DS_50__bin.12	DeFilippisF_xxxx	DS_50	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2358721	103	38612	99.0625	0	0.4614411794	0
DeFilippisF_xxxx__DS_64__bin.17	DeFilippisF_xxxx	DS_64	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2312469	144	26364	92.83203125	2.916666667	0.462533768	10.53
LeechJ_2020__ERS3967738__bin.4	LeechJ_2020	ERS3967738	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	3135964	97	60435	97.89125609	0	0.6176891699	0
LeechJ_2020__ERS3967739__bin.5	LeechJ_2020	ERS3967739	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	1484846	40	58620	68.4079602	0.2487562189	0.629611421	100
MortensenS_xxxx__WK006-2-L-48h-01H6_S48__bin.6	MortensenS_xxxx	WK006-2-L-48h-01H6_S48	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2703794	610	5370	82.54187883	1.206090758	0.6217607554	0
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.9	MortensenS_xxxx	WK004-1-L-48h-01G5_S38	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	3288849	123	44723	100	0.1243781095	0.6169827195	0
MortensenS_xxxx__WK039-1-L-48h-03E7_S62__bin.3	MortensenS_xxxx	WK039-1-L-48h-03E7_S62	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2500456	704	3945	73.47749887	0.7085783205	0.617944087	33.33
MortensenS_xxxx__WK018-1-L-48h-02D7_S94__bin.10	MortensenS_xxxx	WK018-1-L-48h-02D7_S94	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	1873146	704	2704	58.4794381	0.3627694859	0.6239727176	33.33
MortensenS_xxxx__WK036-1-L-48h-03D4_S50__bin.2	MortensenS_xxxx	WK036-1-L-48h-03D4_S50	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2168057	659	3611	62.08564339	1.243781095	0.6204131164	33.33
MortensenS_xxxx__WK003-1-L-48h-01G1_S34__bin.2	MortensenS_xxxx	WK003-1-L-48h-01G1_S34	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2670160	856	3346	64.36991484	1.243781095	0.6166637954	25
MortensenS_xxxx__WK004-2-L-48h-01G7_S40__bin.2	MortensenS_xxxx	WK004-2-L-48h-01G7_S40	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	3206303	136	44834	100	0	0.6188086404	0
LeechJ_2020__ERS3967717__bin.4	LeechJ_2020	ERS3967717	SGB24153	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_saccharivorans	2209816	713	3337	63.43567475	2.669448457	0.6179482817	37.5
LeechJ_2020__ERS3967738__bin.2	LeechJ_2020	ERS3967738	SGB1176	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Komagataeibacter	Komagataeibacter_intermedius	3025574	296	14444	91.41822048	1.741293532	0.6269679737	0
LeechJ_2020__ERS3967738__bin.5	LeechJ_2020	ERS3967738	SGB1205	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_senegalensis	2569214	54	79918	96.0199005	0	0.5679192158	0
LeechJ_2020__ERS3967739__bin.3	LeechJ_2020	ERS3967739	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2221833	222	13043	97.74514524	0.4975124378	0.567850509	0
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.13	MortensenS_xxxx	WK027-1-L-08h-02I3_S13	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1194657	10	174910	58.70646766	0	0.5587679141	0
MortensenS_xxxx__WK027-2-L-08h-02I5_S15__bin.10	MortensenS_xxxx	WK027-2-L-08h-02I5_S15	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1520612	28	111001	68.15920398	0.4975124378	0.5692859191	0
MortensenS_xxxx__WK056-1-L-48h-04F7_S23__bin.4	MortensenS_xxxx	WK056-1-L-48h-04F7_S23	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2177584	68	67182	91.65162093	1.119402985	0.5662169634	66.67
MortensenS_xxxx__WK056-2-L-08h-04F8_S24__bin.13	MortensenS_xxxx	WK056-2-L-08h-04F8_S24	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2246788	55	69905	95.02487562	1.259829883	0.5646233646	25
MortensenS_xxxx__WK056-2-L-48h-04F9_S25__bin.6	MortensenS_xxxx	WK056-2-L-48h-04F9_S25	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2351546	79	50128	96.12923287	2.611940299	0.5636585463	83.33
MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.4	MortensenS_xxxx	WK002-1-L-48h-01F6_S30	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2428416	244	14033	94.59237901	0	0.5609730787	0
MortensenS_xxxx__WK002-2-L-48h-01F8_S32__bin.3	MortensenS_xxxx	WK002-2-L-48h-01F8_S32	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2393109	73	70537	98.00995025	0	0.5635184189	0
LandisEA_2021__SRS5653094__bin.6	LandisEA_2021	SRS5653094	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2087428	15	169227	95.02487562	0	0.5662374942	0
LeechJ_2020__ERS3967696__bin.3	LeechJ_2020	ERS3967696	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2048019	410	6393	73.27586207	0	0.5637931093	0
MortensenS_xxxx__WK011-1-L-48h-02A6_S66__bin.6	MortensenS_xxxx	WK011-1-L-48h-02A6_S66	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1941710	133	24128	90.7063473	1.119402985	0.5746501795	66.67
MortensenS_xxxx__WK011-2-L-48h-02A8_S68__bin.8	MortensenS_xxxx	WK011-2-L-48h-02A8_S68	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2425344	168	21343	94.66779008	0.4975124378	0.5598067738	100
MortensenS_xxxx__WK048-2-L-48h-03I9_S100__bin.9	MortensenS_xxxx	WK048-2-L-48h-03I9_S100	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2082282	338	8043	92.87935323	1.620684457	0.5697484779	85.71
MortensenS_xxxx__WK002-2-L-08h-01F7_S31__bin.4	MortensenS_xxxx	WK002-2-L-08h-01F7_S31	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1467492	456	3399	64.08808232	0	0.5710238966	0
MortensenS_xxxx__WK004-1-L-48h-01G5_S38__bin.6	MortensenS_xxxx	WK004-1-L-48h-01G5_S38	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2274238	301	10320	94.93159204	0.8291873964	0.5639594449	33.33
MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin.1	MortensenS_xxxx	WK022-1-L-48h-02F8_S113	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2241099	217	15648	96.11318408	0.4975124378	0.5663551677	0
MortensenS_xxxx__WK022-2-L-08h-02F9_S114__bin.4	MortensenS_xxxx	WK022-2-L-08h-02F9_S114	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1975957	429	5594	72.73857983	0.7462686567	0.5679237959	0
MortensenS_xxxx__WK022-2-L-48h-02G1_S115__bin.10	MortensenS_xxxx	WK022-2-L-48h-02G1_S115	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2416561	138	23976	98.50746269	0.6633499171	0.5637825819	50
MortensenS_xxxx__WK026-1-L-48h-02H9_S10__bin.6	MortensenS_xxxx	WK026-1-L-48h-02H9_S10	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2278758	60	71605	98.00995025	0	0.5661970249	0
MortensenS_xxxx__WK026-2-L-08h-02I1_S11__bin.2	MortensenS_xxxx	WK026-2-L-08h-02I1_S11	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2164223	130	28490	86.20689655	0	0.5695503652	0
MortensenS_xxxx__WK026-2-L-48h-02I2_S12__bin.1	MortensenS_xxxx	WK026-2-L-48h-02I2_S12	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2040924	284	9982	88.02922703	0.6218905473	0.5702524935	50
MortensenS_xxxx__WK027-2-L-48h-02I6_S16__bin.2	MortensenS_xxxx	WK027-2-L-48h-02I6_S16	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1621833	19	174910	77.6119403	0	0.5701215847	0
MortensenS_xxxx__WK033-1-L-08h-03B9_S37__bin.8	MortensenS_xxxx	WK033-1-L-08h-03B9_S37	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2125329	426	5894	90.42856952	1.956882255	0.5662469199	42.86
MortensenS_xxxx__WK033-1-L-48h-03C1_S38__bin.6	MortensenS_xxxx	WK033-1-L-48h-03C1_S38	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2270430	74	51609	92.95759108	3.582089552	0.566455253	83.33
MortensenS_xxxx__WK033-2-L-08h-03C2_S39__bin.9	MortensenS_xxxx	WK033-2-L-08h-03C2_S39	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2218918	250	12096	96.02740817	0.7462686567	0.5683792731	33.33
MortensenS_xxxx__WK033-2-L-48h-03C3_S40__bin.8	MortensenS_xxxx	WK033-2-L-48h-03C3_S40	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2346223	79	54156	95.88047665	0.5970149254	0.5644160849	100
MortensenS_xxxx__WK039-1-L-08h-03E6_S61__bin.4	MortensenS_xxxx	WK039-1-L-08h-03E6_S61	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2288155	60	58005	98.00995025	0	0.5643564356	0
MortensenS_xxxx__WK039-1-L-48h-03E7_S62__bin.6	MortensenS_xxxx	WK039-1-L-48h-03E7_S62	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2089357	40	89444	96.0199005	0	0.5685710963	0
MortensenS_xxxx__WK039-2-L-48h-03E9_S64__bin.9	MortensenS_xxxx	WK039-2-L-48h-03E9_S64	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2053247	74	49149	92.14110897	0.4975124378	0.569762917	100
MortensenS_xxxx__WK040-1-L-08h-03F1_S65__bin.5	MortensenS_xxxx	WK040-1-L-08h-03F1_S65	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2131435	307	9859	74.13793103	0	0.5669096172	0
MortensenS_xxxx__WK040-1-L-48h-03F2_S66__bin.9	MortensenS_xxxx	WK040-1-L-48h-03F2_S66	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2269435	79	41717	98.00995025	0	0.565582623	0
MortensenS_xxxx__WK040-2-L-08h-03F3_S67__bin.5	MortensenS_xxxx	WK040-2-L-08h-03F3_S67	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2083426	73	48607	90.54726368	0	0.5699208899	0
MortensenS_xxxx__WK040-2-L-48h-03F4_S68__bin.4	MortensenS_xxxx	WK040-2-L-48h-03F4_S68	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2464377	108	37759	98.50746269	0	0.5582352051	0
MortensenS_xxxx__WK048-1-L-48h-03I7_S98__bin.6	MortensenS_xxxx	WK048-1-L-48h-03I7_S98	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2003434	313	8443	91.32123474	1.533996683	0.5713709561	100
MortensenS_xxxx__WK052-2-L-48h-04E2_S9__bin.1	MortensenS_xxxx	WK052-2-L-48h-04E2_S9	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1655854	386	5216	53.79310345	1.724137931	0.5721591396	0
MortensenS_xxxx__WK055-2-L-08h-04F4_S20__bin.7	MortensenS_xxxx	WK055-2-L-08h-04F4_S20	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2380698	92	47064	95.38296421	2.23880597	0.5619238559	66.67
MortensenS_xxxx__WK056-1-L-08h-04F6_S22__bin.9	MortensenS_xxxx	WK056-1-L-08h-04F6_S22	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2364455	75	62932	93.14415824	3.980099502	0.5650854002	72.73
MortensenS_xxxx__WK057-2-L-48h-04G4_S29__bin.3	MortensenS_xxxx	WK057-2-L-48h-04G4_S29	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1770752	472	4437	60.34482759	0	0.5653360832	0
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.14	MortensenS_xxxx	WK064-1-L-08h-05A2_S54	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	1365562	90	22207	52.06896552	0	0.5602279501	0
MortensenS_xxxx__WK026-1-L-08h-02H8_S9__bin.4	MortensenS_xxxx	WK026-1-L-08h-02H8_S9	SGB1189	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter_syzygii	2246393	82	53521	97.51243781	0.4975124378	0.5679633973	0
LeechJ_2020__ERS3967739__bin.10	LeechJ_2020	ERS3967739	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	3855960	284	23606	96.96969697	3.03030303	0.652709831	0
LeechJ_2020__ERS3967716__bin.10	LeechJ_2020	ERS3967716	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	3527480	1149	3284	76.71981004	0.861284973	0.6484739814	40
MortensenS_xxxx__WK064-1-L-08h-05A2_S54__bin.6	MortensenS_xxxx	WK064-1-L-08h-05A2_S54	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	2735001	886	3291	50.39048404	1.243781095	0.6428454688	0
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.3	MortensenS_xxxx	WK064-1-L-48h-05A3_S55	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	3958665	756	6971	87.96170662	2.32172471	0.6482447997	50
MortensenS_xxxx__WK064-2-L-48h-05A5_S57__bin.4	MortensenS_xxxx	WK064-2-L-48h-05A5_S57	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	3191824	925	3795	63.68190815	1.337064677	0.6431444842	28.57
MortensenS_xxxx__WK023-2-L-48h-02G5_S119__bin.4	MortensenS_xxxx	WK023-2-L-48h-02G5_S119	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	3592355	1015	3995	71.89032842	1.29092441	0.6466604776	20
MortensenS_xxxx__WK045-1-L-48h-03H4_S86__bin.7	MortensenS_xxxx	WK045-1-L-48h-03H4_S86	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	4197700	549	10975	96.38172773	2.035278155	0.6462953522	40
MortensenS_xxxx__WK045-2-L-08h-03H5_S87__bin.4	MortensenS_xxxx	WK045-2-L-08h-03H5_S87	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	4069222	616	9194	92.28101915	1.786521936	0.647993646	0
MortensenS_xxxx__WK045-2-L-48h-03H6_S88__bin.5	MortensenS_xxxx	WK045-2-L-48h-03H6_S88	SGB69211	kSGB	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_dulcium	4272075	403	17300	96.92446857	1.040253279	0.64810894	0
