sample	DeFilippisF_xxxx__DF_100	DeFilippisF_xxxx__DF_101	DeFilippisF_xxxx__DF_102	DeFilippisF_xxxx__DF_104	DeFilippisF_xxxx__DF_109	DeFilippisF_xxxx__DF_11	DeFilippisF_xxxx__DF_113	DeFilippisF_xxxx__DF_114	DeFilippisF_xxxx__DF_115	DeFilippisF_xxxx__DF_117	DeFilippisF_xxxx__DF_118	DeFilippisF_xxxx__DF_119	DeFilippisF_xxxx__DF_121	DeFilippisF_xxxx__DF_122	DeFilippisF_xxxx__DF_123	DeFilippisF_xxxx__DF_15	DeFilippisF_xxxx__DF_16	DeFilippisF_xxxx__DF_17	DeFilippisF_xxxx__DF_18	DeFilippisF_xxxx__DF_23	DeFilippisF_xxxx__DF_25	DeFilippisF_xxxx__DF_26	DeFilippisF_xxxx__DF_28	DeFilippisF_xxxx__DF_29	DeFilippisF_xxxx__DF_30	DeFilippisF_xxxx__DF_31	DeFilippisF_xxxx__DF_32	DeFilippisF_xxxx__DF_33	DeFilippisF_xxxx__DF_34	DeFilippisF_xxxx__DF_35	DeFilippisF_xxxx__DF_36	DeFilippisF_xxxx__DF_37	DeFilippisF_xxxx__DF_38	DeFilippisF_xxxx__DF_39	DeFilippisF_xxxx__DF_4	DeFilippisF_xxxx__DF_40	DeFilippisF_xxxx__DF_41	DeFilippisF_xxxx__DF_42	DeFilippisF_xxxx__DF_43	DeFilippisF_xxxx__DF_44	DeFilippisF_xxxx__DF_45	DeFilippisF_xxxx__DF_47	DeFilippisF_xxxx__DF_5	DeFilippisF_xxxx__DF_52	DeFilippisF_xxxx__DF_54	DeFilippisF_xxxx__DF_58	DeFilippisF_xxxx__DF_59	DeFilippisF_xxxx__DF_6	DeFilippisF_xxxx__DF_60	DeFilippisF_xxxx__DF_61	DeFilippisF_xxxx__DF_62	DeFilippisF_xxxx__DF_67	DeFilippisF_xxxx__DF_7	DeFilippisF_xxxx__DF_73	DeFilippisF_xxxx__DF_74	DeFilippisF_xxxx__DF_75	DeFilippisF_xxxx__DF_76	DeFilippisF_xxxx__DF_77	DeFilippisF_xxxx__DF_79	DeFilippisF_xxxx__DF_8	DeFilippisF_xxxx__DF_85	DeFilippisF_xxxx__DF_86	DeFilippisF_xxxx__DF_88	DeFilippisF_xxxx__DF_9	DeFilippisF_xxxx__DF_92	DeFilippisF_xxxx__DF_94	DeFilippisF_xxxx__DF_95	DeFilippisF_xxxx__DF_96	DeFilippisF_xxxx__DF_99	DeFilippisF_xxxx__DS_1	DeFilippisF_xxxx__DS_10	DeFilippisF_xxxx__DS_103	DeFilippisF_xxxx__DS_105	DeFilippisF_xxxx__DS_106	DeFilippisF_xxxx__DS_107	DeFilippisF_xxxx__DS_108	DeFilippisF_xxxx__DS_110	DeFilippisF_xxxx__DS_111	DeFilippisF_xxxx__DS_112	DeFilippisF_xxxx__DS_116	DeFilippisF_xxxx__DS_12	DeFilippisF_xxxx__DS_120	DeFilippisF_xxxx__DS_13	DeFilippisF_xxxx__DS_19	DeFilippisF_xxxx__DS_2	DeFilippisF_xxxx__DS_20	DeFilippisF_xxxx__DS_21	DeFilippisF_xxxx__DS_27	DeFilippisF_xxxx__DS_3	DeFilippisF_xxxx__DS_48	DeFilippisF_xxxx__DS_49	DeFilippisF_xxxx__DS_50	DeFilippisF_xxxx__DS_51	DeFilippisF_xxxx__DS_53	DeFilippisF_xxxx__DS_55	DeFilippisF_xxxx__DS_56	DeFilippisF_xxxx__DS_57	DeFilippisF_xxxx__DS_63	DeFilippisF_xxxx__DS_64	DeFilippisF_xxxx__DS_65	DeFilippisF_xxxx__DS_66	DeFilippisF_xxxx__DS_68	DeFilippisF_xxxx__DS_69	DeFilippisF_xxxx__DS_70	DeFilippisF_xxxx__DS_71	DeFilippisF_xxxx__DS_72	DeFilippisF_xxxx__DS_78	DeFilippisF_xxxx__DS_80	DeFilippisF_xxxx__DS_81	DeFilippisF_xxxx__DS_82	DeFilippisF_xxxx__DS_83	DeFilippisF_xxxx__DS_84	DeFilippisF_xxxx__DS_87	DeFilippisF_xxxx__DS_89	DeFilippisF_xxxx__DS_90	DeFilippisF_xxxx__DS_91	DeFilippisF_xxxx__DS_93	DeFilippisF_xxxx__DS_97	DeFilippisF_xxxx__DS_98
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843	0.01141	0.0	0.0	0.0	0.0	1.36924	0.0	4.32717	0.0	0.6245	1.72548	0.0	0.00134	0.10047	0.00389	50.83433	0.01053	0.53981	0.00243	0.01515	0.05005	0.01196	0.00931	0.35539	0.06286	0.01517	0.05823	0.03198	0.10713	0.03543	1.99412	0.57622	8.26661	0.05215	9.35212	0.02211	16.28851	0.01558	0.09	0.15943	0.013	0.1559	0.0	0.00349	0.2596	0.80558	0.03429	0.01876	0.0	0.0	0.0	0.06012	0.0443	0.0	0.04601	0.0	0.0	0.01663	0.31317	0.2343	0.07202	0.00183	0.00117	0.0	0.0	0.0	0.02455	0.07709	0.0	0.26715	2.50766	0.00584	47.71562	0.08936	0.23119	0.10887	6.16769	10.48358	0.63844	3.10362	5.13081	0.46531	42.59872	0.15301	3.22554	0.45906	4.09037	2.88927	0.12042	35.07373	0.18385	0.03727	0.00129	1.3877	0.545	0.99174	0.64626	33.49479	0.0	0.0	0.04739	5.47447	0.00107	0.0	0.01358	1.2247	16.65125	64.13843	1.46131	7.05544	8.99005	8.93231	3.0385	0.09301	0.10578	0.06593	0.3543	0.25234	0.5098
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653	0.0	0.0	0.0	0.0	0.0	0.00724	0.0	0.01594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00159	0.0	1.60812	0.0	0.10383	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0	0.0	0.0	0.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.00458	0.0	0.0	0.0	0.0	1.66574	0.12226	0.0	0.0456	0.0	0.0	0.0	0.0	0.13835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.00309	0.0	0.0719	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB205880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07744	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639	0.0032	0.00265	0.0	0.0	0.0	7.28048	0.01241	41.58727	0.0	0.0	0.0	0.0	0.0	0.01006	0.0	0.0	0.01691	0.05929	0.00222	0.0798	0.0	0.01477	0.22703	0.00481	0.0	0.02801	0.0	0.14179	0.82664	0.01407	0.0	0.8334	0.00054	0.0	55.85391	0.00355	0.51786	0.02305	0.00152	0.04507	0.00146	0.0	0.126	0.1393	0.0	0.01583	0.0	0.17621	0.0	0.0	0.0	0.0466	0.24055	0.0	0.0	0.0	0.0	0.00084	2.59316	0.0	0.12683	0.00595	0.0	0.0	0.0	0.0	0.14816	0.0	0.0	0.04537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4868	0.03341	0.03013	1.02418	0.0	0.36956	0.04012	0.21364	0.06708	0.66786	0.02951	0.0	0.0	0.0	0.0	0.0	0.0	0.00805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01019	0.0047	0.30364	0.0	0.0	0.0	0.0	0.03107	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus|t__SGB7973	0.0	0.05155	0.03041	0.0	0.0	0.0	0.0	0.0	0.06287	0.0	0.0	0.00564	0.0221	0.00873	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.02455	0.0	0.0	0.05	0.0	0.0	0.0	0.26901	0.0	0.4255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii|t__SGB10120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01798	0.0	0.0	0.0	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_CCUG_69071|t__SGB98802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847_group	0.0	0.0	0.0	0.0	0.03727	0.0	0.00839	0.3441	0.00114	0.08887	0.00755	0.0	0.0	0.0	0.0	0.01197	0.0	0.0014	0.0	0.00096	0.08257	0.0	0.0	0.0	0.0	0.00146	0.05097	0.00324	0.0195	0.24853	0.0	0.56984	0.03464	0.0	0.0	0.0	0.10883	0.0	0.00472	0.0	0.00363	0.00087	0.0	0.0	0.00788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48714	34.52499	3.41535	22.72385	2.30859	14.67022	0.43044	32.17636	1.86975	12.86282	10.04674	19.29077	0.472	1.41248	0.76718	10.57028	30.19585	1.44629	0.09652	0.0	49.53195	0.01623	4.98421	1.79562	17.8483	0.01784	0.71664	0.18879	52.24813	1.58388	0.49539	1.56957	3.04609	2.03143	86.02671	0.0	0.53456	21.0441	1.12643	65.80608	33.47027	38.00357	7.6806	73.71838	24.02767	1.35209	0.71993	3.16528	0.39612	10.99629
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_UCMA_11754|t__SGB98795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142	0.0	1.1794	0.30788	1.57221	2.60899	2.24293	5.89435	0.0	0.05328	7.54534	0.0	0.0	0.51482	0.03205	1.26579	0.00605	3.57865	0.06151	0.0	4.62615	0.0	0.43329	0.00089	0.38289	0.20304	0.03886	0.0	42.17237	2.07269	0.483	0.0	10.90112	0.01598	2.48912	0.03497	2.81501	7.17964	0.44864	0.02321	0.04024	0.50021	0.0	0.20125	0.06783	6.95789	0.0	0.0	0.00509	0.0	2.07325	11.58657	0.34071	0.22271	0.83977	0.0	3.64121	0.08964	40.35128	0.37525	0.0	0.00158	2.14405	1.28673	0.0	0.8194	5.48999	0.0	0.09427	0.0	0.0	0.0	0.00313	0.0	0.00989	0.08332	0.0	0.00077	0.01308	0.01729	0.00094	0.0	0.00367	0.00373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20121	0.0	0.0	0.0	0.20998	0.0	0.0	0.0	0.10723	0.0	0.12027	0.1996	1.20178	0.0	0.0	0.0	0.0	0.02687	0.0	0.0	0.0	0.0	0.0	0.0	0.12633	0.0	0.0	3.06744	0.0357
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens|t__SGB17096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__SGB7966	0.0	0.13333	0.02871	0.0	0.0	0.0	0.00065	0.0	0.0	0.33994	0.0	0.0	0.20892	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17997	0.0	0.0	0.0	0.00011	0.0	0.00976	0.0	0.0	0.0	0.0	0.0	0.0	0.14703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_antiquum|t__SGB98794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967	0.0	0.08565	0.00569	0.00457	0.0	0.0	0.0	0.0	0.0	1.95977	0.0	0.0	0.01293	0.00093	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00813	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB98941|t__SGB98941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_marinum|t__SGB88049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01304	0.02857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens|t__SGB13904	0.06541	0.0	0.0	0.0	0.0	0.00101	0.0	2.7583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.09107	0.0	0.0	0.0	0.0	0.0	0.0	0.03206	8.1813	2.83327	0.84297	0.0	0.0	0.01187	0.0	0.0	0.0	0.04649	0.01126	0.36174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01866	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_citrativorans|t__SGB11845	0.0	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_foliarum|t__SGB22337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.01433	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_helleri|t__SGB12098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19594	0.0	0.0	0.0
